ID,CABECERA,Dren_Doble,Via_Pav,median_B1,median_B2,median_B3,Valor_Ha_V2,Codigo_Municipio
1,7553.348365062514,9648.373110006602,1264.3927099661132,901.3610378432987,1024.343180588039,592.5664644193098,4850341.44620009,27001
2,19019.21469755733,1307.89247667598,10833.558292954413,967.1542034191751,691.5234257485567,770.950473689179,100000.0,05001
3,14666.679442046961,2466.349275714476,6077.87089820085,906.2062905660481,945.773016100088,936.4729179382041,5526381.399084423,54001
4,12013.303835521028,13483.385118479835,9922.695869309668,853.2215202542334,964.0290278297135,866.1124432047807,100000.0,11001
5,3204.7709448044866,9116.11444191087,3860.9937243364225,872.3815226603605,854.4784027814317,903.2805739307248,5250167.836566695,11001
6,3204.2909546904325,187.49592166861325,10749.41304509952,1076.4672608196354,1041.8665413748336,829.3916833553587,4732315.442599604,11001
7,1255.8638821471693,1566.99956584718,4688.744094447932,923.8002310434755,1160.6202088614089,846.1382822589262,15482226.951310316,05001
8,17336.90530092121,9969.351448165435,159.72668821917136,1018.5619166288452,1155.3411077440658,924.5978257826596,2283870.5000624536,13001
9,12062.188733689854,125.67067850096937,10867.422257738586,1102.050362512914,870.5036228424792,624.8340044295929,2039951.1906953463,15001
10,14190.644298141306,2454.0803686916047,1122.7015211300186,1214.236897177619,667.9428275044531,744.7124818215702,4718617.300969512,05001
11,509.6314364864687,8253.570151030463,3852.184241957266,823.5872839046593,1190.9047193774009,610.6047209098011,20324750.730552737,19001
12,19401.206058023687,10393.833205505764,11402.241745598136,1279.6462393454256,1103.3388518675606,993.8340039983235,100000.0,15001
13,16665.60855192839,9796.820829563878,11408.767548842547,1176.7402336945447,674.7976087219602,972.0296698433067,100000.0,25001
14,4325.548302497696,3402.826176435369,6894.051520835735,849.0554191693232,1152.5051295704234,519.713405684253,5127711.650543488,54001
15,3718.316847421302,10697.07935914566,7593.091429672497,1324.1471744640662,1121.937817237277,852.7875862578442,3219228.731642428,05001
16,3749.749746083333,3596.873858077161,5397.892898080488,1352.523440319088,911.3028342756432,962.624158707833,5862489.191159731,27001
17,6154.420634894801,4914.725487481052,3539.7329372258323,836.6467759129182,954.7652614469575,590.2876725636668,5541282.727629329,15001
18,10542.652989481532,11210.046506514462,3964.114608077894,966.1265888883222,839.4016223220782,783.9726152763147,2484602.9074495174,19001
19,8695.705870978103,9762.011840755858,8080.0459192421495,1283.7207678758368,632.8569832932188,957.7441487940209,1760347.3374991342,25001
20,5895.459889941034,12745.88998688796,9035.92311736903,1248.955814230195,801.1183449875406,516.9729892928995,1468680.3189754956,13001
21,12275.872604975351,9881.312739890132,9505.201153398408,910.7126116138264,1081.7120691588068,848.71013362342,100000.0,27001
22,2875.9278269756323,8546.2136198653,9481.72916925081,925.6095940020261,602.7792138027617,648.6745036862753,3239003.308295592,15001
23,5913.678505850841,1450.4377790299825,1121.7370534928236,1022.2832616748292,800.0995030146865,962.1980976882652,7452660.823330648,54001
24,7390.600681544465,5547.351255738531,5948.2110472899,1090.7137911146128,838.901216154566,985.5291225826838,4056756.1418957324,27001
25,9175.792685919016,4014.7753968417956,718.9783573992321,1170.9528629181775,922.4373617627537,972.1332445567169,5998341.765375713,25001
26,15725.00163172097,3697.6451685172997,6607.860721415114,1021.3481837418634,1151.9133698476562,737.1071083287319,1754261.0982449395,27001
27,4073.508264951359,14596.50779354906,5315.120101439323,1077.5208296798887,807.8075966195768,931.0213254946567,3041711.2373663383,76001
28,10333.265324430871,5926.810983768068,10655.819067616849,1248.482562880254,808.1719211377366,922.2746992675352,1198264.1471436403,68001
29,11889.049920354644,13386.095999897843,4230.452700248382,822.0099217343587,1042.500748865849,659.5502366216278,1428040.6521093552,13001
30,1024.3632131279546,9485.52245865908,1431.2921866384422,951.4621666064124,871.3307645338843,914.4577370753386,6785680.675089686,25001
31,12190.142552838623,11932.428987947644,1741.6104341724451,1228.0097515307316,734.7628937639892,518.5038173577464,2700298.675634356,27001
32,3493.4300613771015,7564.424541922622,9145.282261658143,1337.1241026123196,871.463709679616,798.1349392410266,3446190.4099844103,68001
33,1394.5267004070624,8674.713075164069,7430.070217895644,1107.0064652693995,684.5142122278799,615.0044186438515,4476070.9495427115,68001
34,18982.822191341333,7413.139522592015,1240.4384331897993,1119.2680911591895,705.8321919037339,560.2834428886395,1990739.6068447838,27001
35,19316.077458183732,2968.8826675807654,1036.7584691965194,864.3032068038656,899.0206636436878,538.4766008146046,3079913.7447517416,54001
36,16187.107227517576,10850.659123159505,8420.600503565665,1068.4474200940729,851.3552697027287,848.1443879390699,215676.2455770162,76001
37,6161.814006550077,4247.546818490794,900.9731861793965,1119.5703598730138,1148.9075406408601,669.9374818840331,6769759.676363229,05001
38,2043.675068727039,413.5236981502349,9867.664909705563,945.4823021808378,817.4363394699799,862.3833857643807,5372158.434258065,76001
39,13716.237227591922,9699.810823812159,8483.719459063259,961.5459385696286,948.3530101668262,532.6781703994711,100729.57272113553,27001
40,8859.034625418066,2697.8046571353816,1003.7449042835402,1026.3704978627736,979.3585727517182,657.6451689153051,6303237.933751244,13001
41,2528.560873411099,14109.855836076069,1045.5074375997474,812.0427186666358,607.8566739530002,769.7456461876686,5325781.6814924935,05001
42,9954.020511214278,14311.232226188682,11840.07575465907,993.247499349907,998.1224232100263,895.3615824194817,100000.0,25001
43,784.3315701928461,13727.222633795705,4510.02142520076,926.8688041979268,706.8215801218508,659.376251466035,4561085.654812753,76001
44,18195.476001367762,5583.872568818893,4466.586500390684,996.4984113067487,1176.642190481673,812.9456882185045,1398580.3042418116,27001
45,5249.721633840337,281.07641710656804,9759.210820072305,871.8572790915507,689.1976366518678,942.9888741180936,4484889.088231865,76001
46,13284.193458644242,13928.362510686495,11368.565471284788,1334.3163684439369,848.7744742362142,807.9315940911523,325578.23180826555,05001
47,6303.050414179278,6451.353017343849,11832.432733959764,1156.1554721324292,651.2098008471863,616.4797373768168,1799073.5326512377,19001
48,10449.353621438435,14501.48954470286,9047.936877549531,1207.4613914866936,1198.1245511075685,512.200390778269,100000.0,15001
49,10979.534558931266,14456.11865748433,4533.827238805062,1273.502743164403,901.3170061987455,935.049436950465,1322412.791722293,76001
50,3778.6036649579883,12802.491359237032,1029.503578883065,1099.0653193574344,957.2310103920263,510.63470542519354,5290654.592695441,25001
51,19394.734092514715,4452.010936440306,9332.448583651418,852.1521728524542,640.2458864330565,937.3508363420997,100000.0,25001
52,15525.14318488618,5807.211042598783,6714.098869337587,1122.2639250911286,1049.9762822395066,764.4685670136059,1245604.463143769,11001
53,18796.028937127365,12774.49323917701,5107.937450686306,1152.1046708125275,725.9433558573514,969.5338492564481,100000.0,76001
54,17907.064273510212,4787.983977086351,10879.06198958399,1247.263684510598,1138.8325736644283,899.3916178868327,100000.0,15001
55,11998.209578340595,2583.9165629570825,1361.0338632046316,1058.9957277378076,723.0837842892043,998.9670552666687,5248544.863427013,54001
56,18445.297276960024,8374.178873752335,5926.722498361584,876.5481816773382,714.4126323982,675.3559077258551,100000.0,68001
57,1861.000790833198,14045.513873703676,165.90312786600626,970.2655434792347,621.9298007088569,883.5941444655634,5898420.59349905,15001
58,4000.0589621409895,10455.645460290847,5639.867884669691,1017.849377839181,883.2401670659996,700.9654568046211,3966322.836212604,68001
59,1000.0230493197075,8572.414492836006,703.9502099115931,1187.5503447989609,938.9046799575699,739.9378101519544,7315848.809827522,68001
60,6574.07358218896,1502.7885818729897,1452.250457728821,1142.466982801347,639.4251836570114,813.752731609185,7108561.715592225,19001
61,7834.678064820692,9244.358039152588,1436.7891739219453,1013.6580355387077,1065.3165700170064,936.8385570931694,4804086.113178743,11001
62,5499.845732300529,14851.305059058735,7801.047316329281,1391.909149275788,871.9733008488165,992.0417345996475,1563279.4223534456,15001
63,16591.876432123394,2144.2560277860343,8960.157204807118,1163.4648916141323,914.634161596548,884.1367069322591,943567.1880111962,15001
64,7199.391201202427,7799.028302837864,7012.924118213001,942.3360750415967,864.457648162937,708.8833910836669,3119836.0485379035,19001
65,5690.596742778877,13166.727425322933,11547.205405240267,861.0694835722422,840.4578365251956,710.6785011385351,414989.7117875789,76001
66,10899.652054849144,11124.490835425357,4517.200836898737,891.7154835105993,935.7841987849307,868.7911507944457,2177981.4030954293,76001
67,2904.3920769977767,10470.385327879256,3449.973672793873,947.5746370307049,693.1441475584274,619.3885728841511,5163173.395758344,76001
68,16063.71991700539,10552.137055607283,10427.13156442784,896.4088239557334,709.1568782971626,555.2370565656973,100000.0,13001
69,1583.5578092274393,5424.39271073534,2706.4421870778483,911.9402144307835,1117.0713726081103,677.3110788203883,7122440.233519695,68001
70,19739.050038350295,4439.1980717541755,11559.773797104117,971.0571012163083,1167.6692772801796,643.6194958270409,100000.0,13001
71,4054.442062530031,12161.195250453753,11639.449555690439,1338.0592547758552,762.4468038861323,616.803875524955,1128142.4382410042,11001
72,209.89013075968774,13012.73116277255,546.624146048396,848.1402473969853,986.3997259434095,521.0465948181809,6497237.779815153,19001
73,16327.6824262512,13702.946260719245,10696.98307096591,1114.7068337421529,845.2405026588578,508.9369673667069,100000.0,15001
74,14166.461142567581,7694.56886297102,6346.582275763009,1046.238096193797,615.2318133962069,993.8611948680158,1324802.2231882848,68001
75,14607.242644015647,7547.6686055736345,11915.788609548024,1389.427170145164,693.6915584197142,713.8865668679312,100000.0,13001
76,15448.27989905032,11984.512925553288,913.3448798827244,867.2233413008314,1029.5833373084386,692.1633235798408,2038611.7803783915,13001
77,7233.467998031025,10544.404815002665,11632.551351360615,1381.6822599652214,616.2575955020901,609.1269439325321,580725.3468894309,27001
78,2405.794284550081,11947.100408069711,6291.481194716682,1319.304275536388,733.1832971597696,974.9805919751127,3818361.8591329516,13001
79,17275.75817492431,13355.579860172616,7563.901698479092,1290.2432425695679,738.6448779528429,893.1725072077761,100000.0,54001
80,12503.632723868403,5103.0275949304605,8358.111807145868,954.7416962269639,1003.135646159237,544.7055011561298,1664481.80664621,15001
81,6684.870694567719,5664.965141967163,5470.856545270246,902.5325524340395,611.8263226526185,708.7903878924642,4421211.706183926,54001
82,1364.8111706918703,1455.0300006209916,7541.870218606239,1201.1859319546586,662.4651491907443,939.5591537810824,6250095.022863506,15001
83,6288.548202141677,8695.2881078928,7024.24231371951,1357.6255934765513,1079.9496512239136,972.3660111457052,3177592.2553897197,19001
84,6571.148108332266,587.3369932612942,10816.861385577138,1134.0577358083578,707.1267972326002,733.7007556249348,3592166.1951988847,15001
85,14619.162948927475,7010.690371080279,573.9931726872508,1142.9676136819398,991.6476647111249,806.7056946053539,3672824.139343591,54001
86,12787.393679968742,8162.53728887827,3393.129379418997,967.9874561961706,742.9096686280359,583.5169730460376,2798519.837562876,15001
87,17755.5335772689,4333.791719317852,11406.425464396409,1261.6957599151622,659.6648356556071,995.5843130684882,100000.0,19001
88,9497.07701072279,8882.95724550671,10686.457493174268,912.226249134514,745.9033145996725,615.8358506917217,687416.5047723834,19001
89,14293.5712657376,608.3554218007555,7452.9871956843945,1055.2618631698501,1113.4178808637714,824.8233244961842,2619132.5358717702,11001
90,15239.62246747626,12347.87838186189,3350.2527602841583,1104.5662272106729,1098.131918740195,803.8683974394296,1042153.887883996,15001
91,11269.416231632975,5434.8500890983805,2281.810281893423,945.4458394490482,838.3101177710729,756.3442555082543,4382593.955999918,27001
92,15442.246881095763,1949.5546641456774,5580.469907131586,868.9020948435221,1000.8510819423877,615.3349058588793,2681289.2085571,76001
93,9926.532367651376,7857.536737819325,4259.626169471852,1166.3720254649795,722.9905772494926,588.2640160027541,3390245.6239028373,25001
94,10502.383304701681,11561.403618824232,7016.363658854939,973.1783319441535,775.888638156608,610.2431045350877,1185713.524407261,19001
95,8608.066265335137,3276.5243610778057,960.4836044708685,1148.7429328535673,1137.801491112672,593.2191310721273,6254540.653220579,05001
96,605.8406222074943,9362.212613494054,11693.505847764012,892.6176291645214,607.8011541064416,889.7922367833767,2833120.6073508225,76001
97,2247.0393971667586,1325.9446016568315,11834.942611420847,1088.6840611128905,651.3051185126808,675.062629583365,4295462.344570644,68001
98,725.4407951660116,822.641731470685,8386.99571681635,1119.5536595309516,724.7317530876164,528.9213382816981,6256836.645960297,15001
99,12764.56718414923,7993.751741943813,6447.073505139121,831.0941220934561,615.9193223242918,984.5513150704057,1625989.0960294453,54001
100,6355.684023418901,8132.495068071093,3735.045566947343,1001.9625669163523,708.8612610538784,941.8929424817129,4602699.592551301,25001
101,10220.556754177585,9579.577027398187,9771.126385892176,880.6488061633845,949.8249365818153,963.8761415976064,667238.1494453691,05001
102,18160.57283112925,10905.06543915379,8226.232135469934,838.0249822836606,852.8547303554988,997.4539113232177,100000.0,76001
103,5060.915360062611,14638.988587964892,1976.5247639583488,1393.976139433967,1135.6030266461848,586.9476246097437,4076473.368707892,15001
104,8266.620168409032,7768.69020710287,10933.798398391295,993.4123069848338,1090.4661370430645,698.1210094513294,1242076.1559496962,11001
105,15135.46765700667,4878.199270471627,9875.770797790332,1285.9246675127808,805.0904110187256,879.1192378520457,332062.1560029237,68001
106,4653.083493283287,11938.03361179212,11399.104962104331,952.7843928582583,755.6540600587755,848.010309026896,1095016.8957732748,25001
107,1631.9002055929805,4098.94215636801,8716.86251540867,1208.9016333343575,827.8154449003601,576.9479531699276,5037175.059714026,27001
108,5866.0539129839835,6612.62273954926,7372.579895351405,1256.136715933812,954.1769655088847,907.9165624953089,3681739.852675646,11001
109,18600.983281617206,428.9936140610898,11194.759945747539,1082.945713130095,974.4893447094804,611.9088074113115,100000.0,05001
110,16181.595553331897,14441.593799434979,10396.784757319889,1047.1045484883612,845.6469913147442,768.4872114467069,279814.9317588786,25001
111,12704.734754557427,12547.902801657478,571.2674811710872,1009.3209599257972,931.2283085111881,796.4699674208516,2860560.2827078043,11001
112,17442.06574473558,10454.814381100785,345.6126847321065,1357.7174865486954,861.67591748119,790.0431039189057,5683984.3553863745,68001
113,16093.074330292378,6163.846518993335,4536.266501530254,1298.3716446726376,776.6794557251505,545.7434186988775,1855801.1321895444,27001
114,3812.7441718321134,2640.7500850591446,9732.32336945854,1379.0161463999075,1169.0719841772939,938.7304313151901,4351718.226485088,11001
115,17861.924069950557,2388.7337879327365,11847.695267899886,874.5783340913268,1058.1634764958565,632.800021294353,100000.0,13001
116,10832.910614121449,3791.1313275607004,1830.4901865092324,1238.5204851221865,684.0679054598716,564.7574606414021,5107406.572633153,27001
117,16168.059087764845,8260.938637356501,7141.744662765058,1363.0042740926228,1121.0807855387477,944.3740399344886,275564.38296198286,05001
118,17932.216868477517,10733.209044365933,4589.2635538733275,908.739839699396,892.4587189497082,977.8257491148767,138204.8982905646,68001
119,6428.269151940091,9919.950781930082,11639.8753418408,839.8977604200664,1136.731336136455,931.0638086327253,973057.3288552259,15001
120,2290.0332981007673,4235.011759341845,10110.163509934433,1244.6723895740354,1079.9131535683891,904.758037362439,4254911.8264613245,54001
121,4635.909734584639,14325.235945914752,10064.79459539232,1144.6838679079472,855.1281026815401,827.6209903195108,1041721.4232771612,54001
122,8599.4449936625,11081.55890460174,5640.257122745795,1305.0972660549633,613.4815849920705,775.4286853045696,2433664.974676564,54001
123,16378.493841857613,8337.59308504544,4995.389442981852,883.8634259757737,761.2064156309676,543.4933799557051,1034622.0654639974,25001
124,17228.538606801234,9195.225156203565,3302.682651010554,1277.160387115934,924.9805287965202,704.2266065353493,1253394.3476001539,05001
125,238.347397570695,6323.020933295459,704.8146949115976,920.9763920286467,980.0869318956884,686.344258506157,8100898.509184878,68001
126,10263.871321293558,3753.5782930423043,10380.726843772987,898.1935657194227,754.7326112599214,629.8768918801632,1861963.259187951,27001
127,8406.478962660702,5371.7915458363605,9760.425079287028,898.5594787585958,683.6136444436945,861.7100568442925,7478627.24429439,25001
128,4519.945428367532,11379.799351442318,11996.620549234984,1288.7448321388292,1100.9581420795794,747.9378675393854,1044682.1706741343,05001
129,2485.3208099402877,265.18265501485024,11959.742939774647,1199.11833241772,1190.6413084221313,540.5231079538239,4445504.9281664565,15001
130,6818.5419109321965,1785.2859755783977,6678.517516063451,1113.8392548614715,915.4141093816115,610.0916009749056,4874240.768601156,13001
131,18863.903107859132,737.7394982252036,9234.77935971071,1015.2982904741015,703.0075715089821,841.6293818297979,498234.7845445454,68001
132,6531.738347213029,658.8955946686035,11338.845786692664,1326.320324487865,763.3843959116214,538.0654297451501,9191802.636138624,54001
133,10423.933372692985,12839.135730964557,10200.279266408616,1035.4670644535813,611.03440592848,925.6034570243844,100000.0,11001
134,14090.07728201404,10569.684997731354,2990.756777866076,1289.9596636829463,1148.5792839362994,747.5732635069871,1979013.5735646111,68001
135,7336.229087347951,7138.898744855512,5423.0132996618195,1063.480945142131,670.6506497340847,740.293288663324,3880580.3260038258,19001
136,19438.463446147118,1512.620701732472,1576.038199363395,1026.1666576549446,945.9098853085521,796.2038923297588,3197834.9819068704,05001
137,19252.701169348013,7399.657332996644,11449.990796286907,1077.607871401764,764.4331324123236,912.3404829625746,100000.0,76001
138,5110.467686924747,7128.402973169457,7285.910374377034,980.8267244984852,932.506801509476,673.9046039510965,3806075.4494239734,15001
139,6087.478365353716,6536.082156107697,8070.257192338105,1101.6322340554875,1097.845082224321,782.8659819978955,3352472.8297550506,13001
140,5768.325838111606,6007.645779240733,7428.995038281013,939.3276170880904,723.8527630563619,633.5141350847107,3828353.0097671035,15001
141,834.0502523552026,9256.958965880636,4317.207734853101,1339.7447439647412,606.5974971950883,939.314993177579,5750916.108665061,68001
142,12230.330246199946,9544.650080471274,1389.2843786295593,1030.334732823927,682.1313780412844,898.713010803464,3425439.7931153,76001
143,10103.312562254343,727.2949460920655,8068.731151245811,1126.1317166683932,1140.0111851088632,829.2259173292127,3601905.0396601046,19001
144,1124.427149874788,5650.458588665745,6258.083179818406,1343.8832665787281,1124.334046537509,925.2908645471209,5794197.8503861865,27001
145,5645.064638308568,9406.605739927834,9274.651149075602,1174.5427975483954,958.447861302185,933.6471004799012,2287380.519464019,11001
146,18174.49113073641,7571.887065772311,6256.357108310561,870.1388244250185,960.310116260192,854.1814883575173,187685.74354645307,76001
147,4867.281624272751,12854.523125765418,10230.612558812925,1363.899274168085,999.0220047277533,918.506664181836,2882605.698009447,05001
148,2983.4079546153393,9897.469792703228,6636.324860130592,1176.6248318428507,705.2227671740698,848.7357308346418,4015152.3030042974,54001
149,9840.109929523504,2485.869684867374,6744.4275192785735,1000.9433687942517,1148.647167554976,840.0703858801502,3768634.6351249116,19001
150,19714.444036800953,1105.0027736364261,10523.54362382039,883.5632435980324,851.2623149352439,809.3056891075921,100000.0,11001
151,4916.899903078858,9654.168209184418,4859.689908562393,1276.4151135621776,829.8831169496984,876.3583197788206,4210102.729993809,13001
152,13475.497393376983,446.3440925972461,1634.1622845541697,1172.043653557108,911.3506231697025,579.3025526465368,5230447.249845231,54001
153,15256.23034504148,8807.344940038276,374.5286354706675,1120.0766551857928,628.1795800650331,940.4353795994642,3109570.8899900806,68001
154,4828.987125448753,14106.442109303116,9068.99295041322,1336.3355498305746,699.7700212536477,935.921763872616,1440179.783722181,76001
